compte_id,canal_acquisition,taille_entreprise,pays,date_inscription
C010038,seo,1-10,FR,2026-02-18 00:00:00
C010039,referral,200+,CA,2026-06-22 00:00:00
C010040,referral,1-10,CA,2026-04-07 00:00:00
C010041,referral,11-50,CH,2026-03-09 00:00:00
C010042,direct,11-50,BE,2026-02-20 00:00:00
C010043,referral,51-200,FR,2026-06-27 00:00:00
C010044,seo,51-200,FR,2026-04-29 00:00:00
C010045,referral,11-50,BE,2026-06-09 00:00:00
C010046,referral,200+,FR,2026-03-08 00:00:00
C010047,seo,11-50,FR,2026-03-24 00:00:00
C010048,direct,200+,CA,2026-07-12 00:00:00
C010049,referral,11-50,BE,2026-07-15 00:00:00
C010050,direct,11-50,CA,2026-06-01 00:00:00
C010051,sea,51-200,CA,2026-05-28 00:00:00
C010052,referral,51-200,CA,2026-07-10 00:00:00
C010053,sea,11-50,BE,2026-05-02 00:00:00
C010054,direct,51-200,FR,2026-06-24 00:00:00
C010055,sea,11-50,FR,2026-02-18 00:00:00
C010056,direct,11-50,FR,2026-05-31 00:00:00
C010057,sea,1-10,BE,2026-03-20 00:00:00
C010058,sea,11-50,CA,2026-06-15 00:00:00
C010059,seo,200+,FR,2026-04-23 00:00:00
C010060,direct,11-50,FR,2026-06-14 00:00:00
C010061,sea,11-50,FR,2026-03-06 00:00:00
C010062,sea,11-50,FR,2026-01-05 00:00:00
C010063,sea,200+,BE,2026-01-06 00:00:00
C010064,referral,200+,CA,2026-02-28 00:00:00
C010065,sea,1-10,CH,2026-01-18 00:00:00
C010066,seo,200+,CA,2026-01-02 00:00:00
C010067,referral,51-200,FR,2026-04-12 00:00:00
C010068,direct,51-200,FR,2026-06-13 00:00:00
C010069,referral,11-50,CH,2026-07-05 00:00:00
C010070,seo,200+,CA,2026-01-26 00:00:00
C010071,referral,11-50,FR,2026-06-06 00:00:00
C010072,seo,200+,FR,2026-02-26 00:00:00
C010073,referral,200+,FR,2026-07-16 00:00:00
C010074,sea,51-200,FR,2026-02-06 00:00:00
C010075,seo,200+,FR,2026-04-07 00:00:00
C010076,sea,51-200,CH,2026-07-17 00:00:00
C010077,sea,51-200,CA,2026-01-31 00:00:00
C010078,referral,1-10,FR,2026-07-17 00:00:00
C010079,sea,200+,CA,2026-06-06 00:00:00
C010080,referral,11-50,BE,2026-04-16 00:00:00
C010081,seo,11-50,FR,2026-01-09 00:00:00
C010082,sea,1-10,CA,2026-07-07 00:00:00
C010083,direct,1-10,FR,2026-04-14 00:00:00
C010084,direct,51-200,FR,2026-06-19 00:00:00
C010085,referral,200+,FR,2026-01-08 00:00:00
C010086,referral,1-10,CH,2026-02-24 00:00:00
C010087,sea,200+,FR,2026-03-04 00:00:00
C010088,seo,200+,CH,2026-07-04 00:00:00
C010089,referral,200+,FR,2026-02-24 00:00:00
C010090,direct,1-10,FR,2026-04-09 00:00:00
C010091,sea,1-10,FR,2026-01-24 00:00:00
C010092,seo,51-200,CA,2026-01-03 00:00:00
C010093,seo,51-200,FR,2026-05-05 00:00:00
C010094,referral,1-10,BE,2026-05-25 00:00:00
C010095,sea,200+,FR,2026-01-22 00:00:00
C010096,direct,1-10,FR,2026-03-08 00:00:00
C010097,direct,11-50,FR,2026-06-26 00:00:00
C010098,referral,51-200,FR,2026-02-09 00:00:00
C010099,sea,200+,FR,2026-04-01 00:00:00
C010100,seo,200+,CA,2026-02-13 00:00:00
C010101,referral,1-10,CA,2026-06-30 00:00:00
C010102,referral,11-50,FR,2026-06-26 00:00:00
C010103,seo,1-10,FR,2026-03-12 00:00:00
C010104,direct,200+,FR,2026-04-05 00:00:00
C010105,referral,200+,CH,2026-04-02 00:00:00
C010106,direct,1-10,FR,2026-01-30 00:00:00
C010107,seo,1-10,BE,2026-04-07 00:00:00
C010108,seo,11-50,BE,2026-05-21 00:00:00
C010109,direct,1-10,FR,2026-04-21 00:00:00
C010110,direct,1-10,FR,2026-05-04 00:00:00
C010111,sea,51-200,FR,2026-06-26 00:00:00
C010112,sea,1-10,FR,2026-03-29 00:00:00
C010113,referral,11-50,FR,2026-04-06 00:00:00
C010114,sea,11-50,CA,2026-01-02 00:00:00
C010115,seo,200+,FR,2026-04-06 00:00:00
C010116,direct,1-10,CA,2026-04-26 00:00:00
C010117,direct,51-200,FR,2026-06-29 00:00:00
C010118,seo,11-50,CH,2026-05-16 00:00:00
C010119,seo,200+,CH,2026-01-10 00:00:00
C010120,referral,1-10,FR,2026-05-10 00:00:00
C010121,referral,200+,FR,2026-06-03 00:00:00
C010122,referral,51-200,FR,2026-06-01 00:00:00
C010123,seo,11-50,FR,2026-03-08 00:00:00
C010124,sea,200+,FR,2026-06-16 00:00:00
C010125,seo,51-200,CA,2026-04-01 00:00:00
C010126,seo,11-50,BE,2026-02-19 00:00:00
C010127,sea,200+,CA,2026-02-28 00:00:00
C010128,direct,200+,FR,2026-04-22 00:00:00
C010129,referral,51-200,FR,2026-07-17 00:00:00
C010130,referral,1-10,FR,2026-02-12 00:00:00
C010131,seo,1-10,FR,2026-03-02 00:00:00
C010132,referral,51-200,FR,2026-07-07 00:00:00
C010133,referral,200+,CA,2026-06-20 00:00:00
C010134,seo,1-10,FR,2026-04-12 00:00:00
C010135,direct,51-200,FR,2026-04-12 00:00:00
C010136,seo,51-200,CA,2026-01-29 00:00:00
C010137,direct,51-200,FR,2026-05-02 00:00:00
C010138,direct,200+,FR,2026-02-20 00:00:00
C010139,referral,1-10,FR,2026-06-23 00:00:00
C010140,direct,200+,FR,2026-07-11 00:00:00
C010141,referral,1-10,FR,2026-05-09 00:00:00
C010142,seo,200+,FR,2026-01-16 00:00:00
C010143,direct,51-200,FR,2026-07-03 00:00:00
C010144,seo,1-10,FR,2026-01-11 00:00:00
C010145,direct,1-10,FR,2026-01-06 00:00:00
C010146,direct,51-200,FR,2026-01-29 00:00:00
C010147,sea,11-50,FR,2026-02-24 00:00:00
C010148,referral,11-50,FR,2026-01-01 00:00:00
C010149,seo,1-10,CA,2026-07-11 00:00:00
C010150,seo,11-50,FR,2026-07-17 00:00:00
C010151,sea,1-10,FR,2026-02-10 00:00:00
C010152,sea,1-10,FR,2026-06-28 00:00:00
C010153,seo,200+,FR,2026-05-01 00:00:00
C010154,sea,1-10,FR,2026-04-03 00:00:00
C010155,seo,51-200,BE,2026-03-05 00:00:00
C010156,seo,1-10,FR,2026-03-29 00:00:00
C010157,direct,200+,FR,2026-03-12 00:00:00
C010158,direct,11-50,FR,2026-05-26 00:00:00
C010159,referral,1-10,FR,2026-01-06 00:00:00
C010160,seo,200+,CH,2026-05-07 00:00:00
C010161,sea,200+,FR,2026-04-26 00:00:00
C010162,direct,1-10,FR,2026-01-28 00:00:00
C010163,referral,1-10,CH,2026-05-07 00:00:00
C010164,sea,51-200,FR,2026-04-16 00:00:00
C010165,seo,11-50,FR,2026-04-24 00:00:00
C010166,referral,11-50,FR,2026-03-11 00:00:00
C010167,seo,51-200,FR,2026-05-22 00:00:00
C010168,seo,1-10,FR,2026-07-01 00:00:00
C010169,sea,11-50,CA,2026-04-27 00:00:00
C010170,seo,11-50,FR,2026-04-12 00:00:00
C010171,seo,200+,FR,2026-01-15 00:00:00
C010172,sea,51-200,FR,2026-03-10 00:00:00
C010173,seo,1-10,BE,2026-01-25 00:00:00
C010174,seo,1-10,FR,2026-03-04 00:00:00
C010175,direct,11-50,FR,2026-02-04 00:00:00
C010176,referral,1-10,FR,2026-05-04 00:00:00
C010177,referral,1-10,FR,2026-05-13 00:00:00
C010178,sea,51-200,FR,2026-03-03 00:00:00
C010179,seo,1-10,FR,2026-03-19 00:00:00
C010180,seo,11-50,FR,2026-03-06 00:00:00
C010181,direct,11-50,FR,2026-01-01 00:00:00
C010182,seo,1-10,FR,2026-03-15 00:00:00
C010183,seo,51-200,FR,2026-03-11 00:00:00
C010184,sea,51-200,FR,2026-01-01 00:00:00
C010185,sea,1-10,FR,2026-04-07 00:00:00
C010186,referral,11-50,FR,2026-03-08 00:00:00
C010187,sea,11-50,FR,2026-07-02 00:00:00
C010188,referral,1-10,CA,2026-05-20 00:00:00
C010189,referral,1-10,FR,2026-04-05 00:00:00
C010190,direct,1-10,CH,2026-01-02 00:00:00
C010191,sea,51-200,FR,2026-01-24 00:00:00
C010192,referral,1-10,FR,2026-01-13 00:00:00
C010193,direct,1-10,FR,2026-03-24 00:00:00
C010194,referral,1-10,FR,2026-02-06 00:00:00
C010195,referral,51-200,FR,2026-06-13 00:00:00
C010196,sea,200+,FR,2026-06-24 00:00:00
C010197,sea,11-50,FR,2026-01-13 00:00:00
C010198,sea,51-200,FR,2026-06-09 00:00:00
C010199,direct,1-10,CA,2026-07-11 00:00:00
C010200,referral,1-10,BE,2026-02-01 00:00:00
C010201,referral,51-200,BE,2026-01-19 00:00:00
C010202,direct,1-10,FR,2026-04-07 00:00:00
C010203,sea,51-200,FR,2026-04-10 00:00:00
C010204,direct,11-50,BE,2026-02-06 00:00:00
C010205,seo,200+,FR,2026-04-16 00:00:00
C010206,direct,51-200,FR,2026-01-07 00:00:00
C010207,sea,11-50,BE,2026-02-15 00:00:00
C010208,sea,51-200,FR,2026-03-08 00:00:00
C010209,seo,51-200,FR,2026-06-28 00:00:00
C010210,referral,200+,FR,2026-01-30 00:00:00
C010211,referral,1-10,FR,2026-06-05 00:00:00
C010212,sea,1-10,FR,2026-06-25 00:00:00
C010213,seo,200+,FR,2026-04-16 00:00:00
C010214,seo,1-10,FR,2026-06-16 00:00:00
C010215,sea,200+,FR,2026-06-30 00:00:00
C010216,direct,11-50,FR,2026-03-24 00:00:00
C010217,referral,11-50,FR,2026-06-16 00:00:00
C010218,seo,1-10,FR,2026-03-01 00:00:00
C010219,referral,1-10,FR,2026-04-28 00:00:00
C010220,referral,200+,FR,2026-03-29 00:00:00
C010221,seo,200+,BE,2026-07-09 00:00:00
C010222,referral,51-200,FR,2026-05-24 00:00:00
C010223,direct,51-200,FR,2026-05-19 00:00:00
C010224,direct,51-200,CH,2026-04-01 00:00:00
C010225,sea,1-10,CA,2026-03-21 00:00:00
C010226,referral,11-50,CH,2026-04-17 00:00:00
C010227,seo,11-50,FR,2026-03-17 00:00:00
C010228,referral,1-10,CA,2026-04-01 00:00:00
C010229,referral,51-200,FR,2026-01-16 00:00:00
C010230,sea,11-50,FR,2026-04-21 00:00:00
C010231,direct,11-50,FR,2026-04-09 00:00:00
C010232,seo,1-10,FR,2026-04-24 00:00:00
C010233,seo,200+,FR,2026-01-02 00:00:00
C010234,referral,11-50,FR,2026-07-05 00:00:00
C010235,sea,11-50,FR,2026-05-14 00:00:00
C010236,sea,51-200,BE,2026-04-15 00:00:00
C010237,referral,1-10,FR,2026-03-12 00:00:00
C010238,seo,1-10,BE,2026-06-23 00:00:00
C010239,referral,51-200,BE,2026-03-25 00:00:00
C010240,direct,1-10,FR,2026-02-05 00:00:00
C010241,referral,200+,FR,2026-01-16 00:00:00
C010242,seo,51-200,BE,2026-04-05 00:00:00
C010243,sea,200+,BE,2026-05-25 00:00:00
C010244,referral,1-10,FR,2026-01-07 00:00:00
C010245,referral,11-50,FR,2026-06-30 00:00:00
C010246,seo,51-200,FR,2026-02-08 00:00:00
C010247,referral,11-50,FR,2026-04-27 00:00:00
C010248,direct,11-50,FR,2026-02-26 00:00:00
C010249,sea,11-50,FR,2026-05-19 00:00:00
C010250,seo,51-200,FR,2026-05-17 00:00:00
C010251,seo,11-50,FR,2026-04-29 00:00:00
C010252,referral,51-200,BE,2026-01-02 00:00:00
C010253,referral,200+,BE,2026-03-15 00:00:00
C010254,direct,1-10,FR,2026-02-01 00:00:00
C010255,seo,11-50,FR,2026-01-13 00:00:00
C010256,direct,1-10,FR,2026-03-05 00:00:00
C010257,sea,51-200,FR,2026-05-19 00:00:00
C010258,sea,200+,CH,2026-06-02 00:00:00
C010259,referral,51-200,FR,2026-03-30 00:00:00
C010260,seo,51-200,FR,2026-01-24 00:00:00
C010261,sea,200+,CH,2026-06-23 00:00:00
C010262,seo,200+,FR,2026-01-14 00:00:00
C010263,seo,200+,FR,2026-01-03 00:00:00
C010264,referral,200+,FR,2026-05-26 00:00:00
C010265,direct,51-200,BE,2026-03-16 00:00:00
C010266,seo,51-200,FR,2026-06-29 00:00:00
C010267,sea,1-10,FR,2026-06-17 00:00:00
C010268,direct,200+,FR,2026-06-17 00:00:00
C010269,referral,1-10,FR,2026-07-11 00:00:00
C010270,sea,51-200,FR,2026-04-04 00:00:00
C010271,direct,51-200,FR,2026-06-19 00:00:00
C010272,sea,51-200,CH,2026-05-12 00:00:00
C010273,seo,51-200,FR,2026-03-02 00:00:00
C010274,referral,11-50,FR,2026-01-30 00:00:00
C010275,referral,1-10,BE,2026-03-11 00:00:00
C010276,direct,11-50,FR,2026-01-01 00:00:00
C010277,sea,11-50,FR,2026-01-19 00:00:00
C010278,referral,11-50,FR,2026-07-08 00:00:00
C010279,sea,200+,FR,2026-02-04 00:00:00
C010280,seo,200+,FR,2026-06-11 00:00:00
C010281,direct,11-50,FR,2026-07-03 00:00:00
C010282,sea,51-200,FR,2026-02-20 00:00:00
C010283,referral,11-50,FR,2026-06-14 00:00:00
C010284,referral,200+,CH,2026-04-30 00:00:00
C010285,seo,200+,BE,2026-07-16 00:00:00
C010286,direct,200+,FR,2026-01-03 00:00:00
C010287,seo,1-10,FR,2026-03-07 00:00:00
C010288,sea,11-50,FR,2026-03-15 00:00:00
C010289,seo,1-10,CH,2026-01-30 00:00:00
C010290,sea,11-50,BE,2026-06-27 00:00:00
C010291,seo,1-10,CA,2026-02-25 00:00:00
C010292,direct,11-50,FR,2026-05-24 00:00:00
C010293,sea,1-10,BE,2026-02-05 00:00:00
C010294,direct,200+,FR,2026-05-24 00:00:00
C010295,sea,200+,FR,2026-07-06 00:00:00
C010296,referral,200+,FR,2026-02-21 00:00:00
C010297,direct,51-200,FR,2026-07-08 00:00:00
C010298,direct,1-10,FR,2026-04-26 00:00:00
C010299,referral,51-200,FR,2026-06-23 00:00:00
C010300,referral,11-50,FR,2026-06-03 00:00:00
C010301,referral,1-10,FR,2026-03-22 00:00:00
C010302,sea,11-50,CA,2026-05-05 00:00:00
C010303,sea,51-200,FR,2026-01-24 00:00:00
C010304,seo,51-200,FR,2026-06-24 00:00:00
C010305,sea,200+,FR,2026-04-21 00:00:00
C010306,direct,200+,BE,2026-07-03 00:00:00
C010307,seo,200+,FR,2026-02-15 00:00:00
C010308,referral,1-10,FR,2026-07-06 00:00:00
C010309,sea,1-10,FR,2026-06-14 00:00:00
C010310,seo,1-10,FR,2026-01-30 00:00:00
C010311,sea,51-200,FR,2026-05-09 00:00:00
C010312,direct,200+,FR,2026-01-09 00:00:00
C010313,referral,51-200,CA,2026-05-17 00:00:00
C010314,seo,11-50,CA,2026-04-20 00:00:00
C010315,seo,200+,FR,2026-07-08 00:00:00
C010316,seo,11-50,FR,2026-01-17 00:00:00
C010317,referral,200+,FR,2026-05-09 00:00:00
C010318,direct,11-50,FR,2026-07-13 00:00:00
C010319,referral,200+,FR,2026-03-29 00:00:00
C010320,seo,51-200,FR,2026-06-10 00:00:00
C010321,sea,200+,FR,2026-05-17 00:00:00
C010322,seo,11-50,CA,2026-04-08 00:00:00
C010323,seo,11-50,FR,2026-04-24 00:00:00
C010324,direct,51-200,FR,2026-01-11 00:00:00
C010325,seo,1-10,FR,2026-07-17 00:00:00
C010326,referral,200+,FR,2026-05-29 00:00:00
C010327,referral,11-50,CH,2026-05-18 00:00:00
C010328,seo,1-10,CH,2026-03-06 00:00:00
C010329,direct,1-10,BE,2026-04-09 00:00:00
C010330,direct,200+,FR,2026-01-06 00:00:00
C010331,direct,1-10,FR,2026-04-06 00:00:00
C010332,seo,11-50,FR,2026-01-28 00:00:00
C010333,seo,11-50,BE,2026-05-24 00:00:00
C010334,direct,200+,FR,2026-07-17 00:00:00
C010335,seo,1-10,FR,2026-07-17 00:00:00
C010336,direct,51-200,FR,2026-06-01 00:00:00
C010337,referral,51-200,CH,2026-03-09 00:00:00
C010338,seo,1-10,FR,2026-05-20 00:00:00
C010339,direct,1-10,FR,2026-04-24 00:00:00
C010340,referral,1-10,FR,2026-02-05 00:00:00
C010341,seo,11-50,CA,2026-04-06 00:00:00
C010342,direct,11-50,FR,2026-05-30 00:00:00
C010343,seo,51-200,CA,2026-02-16 00:00:00
C010344,sea,1-10,CA,2026-03-04 00:00:00
C010345,direct,11-50,CA,2026-02-15 00:00:00
C010346,sea,200+,FR,2026-04-19 00:00:00
C010347,direct,200+,FR,2026-04-28 00:00:00
C010348,direct,11-50,CH,2026-03-10 00:00:00
C010349,direct,1-10,FR,2026-07-13 00:00:00
C010350,direct,1-10,FR,2026-06-26 00:00:00
C010351,referral,51-200,FR,2026-02-13 00:00:00
C010352,sea,200+,FR,2026-05-30 00:00:00
C010353,referral,1-10,FR,2026-03-01 00:00:00
C010354,direct,51-200,FR,2026-06-11 00:00:00
C010355,seo,51-200,FR,2026-07-02 00:00:00
C010356,seo,200+,FR,2026-05-17 00:00:00
C010357,seo,51-200,FR,2026-06-30 00:00:00
C010358,sea,1-10,FR,2026-06-14 00:00:00
C010359,sea,200+,FR,2026-06-18 00:00:00
C010360,referral,200+,FR,2026-05-13 00:00:00
C010361,direct,51-200,FR,2026-02-13 00:00:00
C010362,seo,1-10,CH,2026-03-21 00:00:00
C010363,seo,1-10,FR,2026-02-20 00:00:00
C010364,sea,51-200,FR,2026-06-07 00:00:00
C010365,referral,1-10,FR,2026-07-19 00:00:00
C010366,sea,200+,CH,2026-02-01 00:00:00
C010367,referral,11-50,FR,2026-06-16 00:00:00
C010368,sea,11-50,CA,2026-01-13 00:00:00
C010369,direct,200+,FR,2026-07-08 00:00:00
C010370,referral,51-200,BE,2026-02-24 00:00:00
C010371,referral,200+,CA,2026-03-07 00:00:00
C010372,direct,1-10,CA,2026-01-31 00:00:00
C010373,referral,1-10,FR,2026-05-03 00:00:00
C010374,seo,200+,FR,2026-02-26 00:00:00
C010375,seo,200+,CH,2026-05-26 00:00:00
C010376,referral,1-10,CA,2026-06-23 00:00:00
C010377,direct,1-10,BE,2026-03-21 00:00:00
C010378,seo,11-50,FR,2026-03-27 00:00:00
C010379,referral,1-10,FR,2026-06-04 00:00:00
C010380,seo,51-200,CH,2026-05-19 00:00:00
C010381,seo,11-50,FR,2026-01-20 00:00:00
C010382,seo,51-200,FR,2026-06-15 00:00:00
C010383,seo,200+,CH,2026-02-15 00:00:00
C010384,sea,1-10,FR,2026-01-27 00:00:00
C010385,seo,51-200,FR,2026-07-07 00:00:00
C010386,direct,1-10,FR,2026-01-23 00:00:00
C010387,sea,11-50,CH,2026-04-05 00:00:00
C010388,sea,51-200,FR,2026-04-27 00:00:00
C010389,sea,200+,FR,2026-06-24 00:00:00
C010390,referral,1-10,CA,2026-04-10 00:00:00
C010391,sea,11-50,CA,2026-03-28 00:00:00
C010392,seo,1-10,CA,2026-03-04 00:00:00
C010393,sea,200+,BE,2026-03-01 00:00:00
C010394,referral,200+,FR,2026-01-17 00:00:00
C010395,referral,1-10,FR,2026-01-03 00:00:00
C010396,direct,1-10,CA,2026-06-14 00:00:00
C010397,direct,1-10,FR,2026-01-31 00:00:00
C010398,seo,200+,FR,2026-05-05 00:00:00
C010399,referral,1-10,FR,2026-04-06 00:00:00
C010400,seo,51-200,CA,2026-07-06 00:00:00
C010401,direct,11-50,FR,2026-01-31 00:00:00
C010402,seo,11-50,CH,2026-07-05 00:00:00
C010403,seo,200+,CH,2026-05-01 00:00:00
C010404,seo,200+,FR,2026-05-20 00:00:00
C010405,direct,51-200,FR,2026-04-14 00:00:00
C010406,referral,1-10,FR,2026-06-04 00:00:00
C010407,seo,51-200,FR,2026-07-08 00:00:00
C010408,sea,1-10,CA,2026-06-26 00:00:00
C010409,direct,200+,CA,2026-01-06 00:00:00
C010410,sea,11-50,BE,2026-03-29 00:00:00
C010411,seo,51-200,FR,2026-01-06 00:00:00
C010412,referral,11-50,FR,2026-07-04 00:00:00
C010413,referral,200+,FR,2026-07-05 00:00:00
C010414,sea,51-200,FR,2026-04-24 00:00:00
C010415,referral,11-50,CH,2026-03-12 00:00:00
C010416,sea,200+,CA,2026-07-08 00:00:00
C010417,referral,200+,CA,2026-06-04 00:00:00
C010418,sea,51-200,FR,2026-03-07 00:00:00
C010419,referral,1-10,FR,2026-03-20 00:00:00
C010420,referral,11-50,CH,2026-07-06 00:00:00
C010421,sea,51-200,BE,2026-03-03 00:00:00
C010422,sea,51-200,FR,2026-05-10 00:00:00
C010423,seo,200+,FR,2026-06-21 00:00:00
C010424,seo,51-200,CA,2026-01-15 00:00:00
C010425,sea,51-200,CH,2026-03-15 00:00:00
C010426,sea,51-200,FR,2026-04-26 00:00:00
C010427,sea,51-200,FR,2026-03-24 00:00:00
C010428,seo,11-50,FR,2026-01-13 00:00:00
C010429,seo,200+,FR,2026-06-13 00:00:00
C010430,referral,11-50,CH,2026-05-23 00:00:00
C010431,direct,51-200,CH,2026-02-02 00:00:00
C010432,seo,11-50,CA,2026-01-13 00:00:00
C010433,seo,51-200,FR,2026-03-07 00:00:00
C010434,referral,51-200,FR,2026-07-12 00:00:00
C010435,sea,51-200,FR,2026-03-17 00:00:00
C010436,sea,11-50,FR,2026-04-11 00:00:00
C010437,sea,11-50,FR,2026-03-02 00:00:00
C010438,sea,51-200,FR,2026-02-11 00:00:00
C010439,sea,11-50,BE,2026-06-07 00:00:00
C010440,direct,51-200,BE,2026-03-16 00:00:00
C010441,referral,11-50,CH,2026-05-08 00:00:00
C010442,referral,200+,CH,2026-03-20 00:00:00
C010443,sea,1-10,FR,2026-01-18 00:00:00
C010444,referral,51-200,FR,2026-04-29 00:00:00
C010445,seo,200+,FR,2026-02-26 00:00:00
C010446,direct,11-50,FR,2026-03-24 00:00:00
C010447,sea,51-200,FR,2026-05-24 00:00:00
C010448,referral,1-10,FR,2026-03-25 00:00:00
C010449,seo,51-200,FR,2026-05-23 00:00:00
C010450,direct,11-50,CH,2026-05-23 00:00:00
C010451,direct,11-50,FR,2026-06-16 00:00:00
C010452,referral,1-10,FR,2026-01-24 00:00:00
C010453,sea,1-10,FR,2026-02-22 00:00:00
C010454,referral,1-10,FR,2026-01-06 00:00:00
C010455,referral,11-50,FR,2026-07-10 00:00:00
C010456,seo,11-50,FR,2026-03-07 00:00:00
C010457,sea,200+,FR,2026-05-07 00:00:00
C010458,direct,200+,FR,2026-07-18 00:00:00
C010459,referral,1-10,FR,2026-03-25 00:00:00
C010460,referral,51-200,FR,2026-07-06 00:00:00
C010461,referral,1-10,CH,2026-04-05 00:00:00
C010462,sea,200+,FR,2026-05-27 00:00:00
C010463,referral,11-50,FR,2026-02-20 00:00:00
C010464,sea,11-50,FR,2026-06-29 00:00:00
C010465,direct,51-200,FR,2026-06-18 00:00:00
C010466,direct,51-200,CA,2026-02-17 00:00:00
C010467,referral,200+,FR,2026-04-03 00:00:00
C010468,sea,1-10,FR,2026-05-17 00:00:00
C010469,referral,11-50,FR,2026-06-26 00:00:00
C010470,seo,1-10,FR,2026-03-18 00:00:00
C010471,seo,51-200,FR,2026-05-07 00:00:00
C010472,sea,11-50,FR,2026-03-21 00:00:00
C010473,seo,51-200,FR,2026-05-06 00:00:00
C010474,sea,51-200,BE,2026-02-11 00:00:00
C010475,referral,51-200,FR,2026-06-05 00:00:00
C010476,seo,200+,FR,2026-07-08 00:00:00
C010477,direct,200+,FR,2026-05-02 00:00:00
C010478,direct,200+,FR,2026-06-14 00:00:00
C010479,seo,11-50,FR,2026-04-28 00:00:00
C010480,seo,51-200,FR,2026-05-19 00:00:00
C010481,seo,200+,FR,2026-04-03 00:00:00
C010482,referral,51-200,CH,2026-05-02 00:00:00
C010483,sea,1-10,FR,2026-03-16 00:00:00
C010484,direct,11-50,FR,2026-06-25 00:00:00
C010485,seo,51-200,FR,2026-03-02 00:00:00
C010486,seo,51-200,FR,2026-04-14 00:00:00
C010487,sea,11-50,CH,2026-01-20 00:00:00
C010488,direct,51-200,FR,2026-06-18 00:00:00
C010489,direct,1-10,FR,2026-02-04 00:00:00
C010490,seo,1-10,BE,2026-06-07 00:00:00
C010491,referral,1-10,BE,2026-06-10 00:00:00
C010492,direct,1-10,FR,2026-04-11 00:00:00
C010493,sea,51-200,FR,2026-02-14 00:00:00
C010494,referral,200+,FR,2026-07-03 00:00:00
C010495,seo,51-200,FR,2026-01-13 00:00:00
C010496,seo,51-200,FR,2026-04-09 00:00:00
C010497,direct,11-50,FR,2026-04-03 00:00:00
C010498,direct,11-50,FR,2026-05-16 00:00:00
C010499,seo,200+,CA,2026-03-04 00:00:00
C010500,seo,200+,FR,2026-02-02 00:00:00
C010501,referral,11-50,FR,2026-05-05 00:00:00
C010502,sea,51-200,FR,2026-02-16 00:00:00
C010503,referral,1-10,FR,2026-01-25 00:00:00
C010504,direct,51-200,FR,2026-04-23 00:00:00
C010505,direct,51-200,FR,2026-07-18 00:00:00
C010506,referral,1-10,FR,2026-02-15 00:00:00
C010507,sea,200+,FR,2026-04-14 00:00:00
C010508,direct,11-50,FR,2026-03-23 00:00:00
C010509,seo,200+,FR,2026-06-25 00:00:00
C010510,referral,51-200,FR,2026-01-23 00:00:00
C010511,sea,51-200,FR,2026-04-11 00:00:00
C010512,direct,1-10,FR,2026-03-12 00:00:00
C010513,sea,11-50,FR,2026-05-04 00:00:00
C010514,sea,51-200,CA,2026-01-20 00:00:00
C010515,sea,11-50,FR,2026-06-29 00:00:00
C010516,sea,51-200,BE,2026-05-22 00:00:00
C010517,direct,11-50,FR,2026-05-15 00:00:00
C010518,seo,11-50,FR,2026-06-19 00:00:00
C010519,referral,51-200,FR,2026-04-16 00:00:00
C010520,direct,200+,FR,2026-05-24 00:00:00
C010521,direct,1-10,CA,2026-05-18 00:00:00
C010522,seo,1-10,FR,2026-01-05 00:00:00
C010523,direct,200+,FR,2026-04-30 00:00:00
C010524,seo,11-50,FR,2026-06-07 00:00:00
C010525,direct,51-200,FR,2026-06-11 00:00:00
C010526,direct,11-50,CA,2026-06-27 00:00:00
C010527,sea,200+,FR,2026-02-05 00:00:00
C010528,seo,1-10,FR,2026-04-30 00:00:00
C010529,sea,11-50,FR,2026-06-20 00:00:00
C010530,direct,51-200,FR,2026-05-01 00:00:00
C010531,seo,51-200,FR,2026-07-17 00:00:00
C010532,sea,51-200,CA,2026-07-17 00:00:00
C010533,direct,51-200,FR,2026-05-20 00:00:00
C010534,sea,11-50,FR,2026-04-23 00:00:00
C010535,referral,1-10,FR,2026-01-29 00:00:00
C010536,seo,51-200,FR,2026-03-02 00:00:00
C010537,seo,200+,FR,2026-02-06 00:00:00
C010538,seo,200+,CH,2026-07-07 00:00:00
C010539,referral,200+,FR,2026-01-22 00:00:00
C010540,sea,51-200,FR,2026-07-14 00:00:00
C010541,sea,1-10,FR,2026-04-10 00:00:00
C010542,seo,1-10,FR,2026-05-04 00:00:00
C010543,referral,1-10,CA,2026-05-07 00:00:00
C010544,direct,11-50,BE,2026-02-22 00:00:00
C010545,seo,1-10,CA,2026-05-07 00:00:00
C010546,referral,11-50,FR,2026-01-26 00:00:00
C010547,direct,51-200,BE,2026-01-01 00:00:00
C010548,referral,200+,CH,2026-01-12 00:00:00
C010549,sea,200+,BE,2026-04-09 00:00:00
C010550,seo,51-200,CA,2026-07-08 00:00:00
C010551,seo,200+,FR,2026-03-03 00:00:00
C010552,seo,1-10,CA,2026-02-22 00:00:00
C010553,direct,1-10,FR,2026-06-14 00:00:00
C010554,sea,1-10,FR,2026-03-11 00:00:00
C010555,referral,51-200,FR,2026-04-24 00:00:00
C010556,sea,1-10,FR,2026-04-12 00:00:00
C010557,sea,200+,FR,2026-07-13 00:00:00
C010558,sea,11-50,FR,2026-05-24 00:00:00
