fournisseur,categorie,volume_annuel,duree_accord,taux_service,part_marque_nationale,exercice,negociateur,taux_remise
F2693,C,40209.0,36,0.952,0.332,2024,N13,27.42
F2694,E,42527.0,24,0.915,0.66,2026,N14,29.14
F2695,B,81885.0,12,0.952,0.54,2024,N39,31.1
F2696,D,129675.0,24,0.975,0.282,2026,N16,29.92
F2697,E,42474.0,36,0.961,0.36,2025,N32,27.07
F2698,A,41144.0,36,0.918,0.344,2026,N31,28.07
F2699,A,5685.0,36,1.0,0.237,2026,N01,25.86
F2700,C,389741.0,24,0.961,0.379,2026,N08,34.17
F2701,C,152321.0,24,0.96,0.371,2024,N07,32.27
F2702,A,321345.0,24,1.0,0.229,2026,N08,31.04
F2703,E,169716.0,36,0.961,0.189,2025,N39,29.87
F2704,B,14027.0,12,0.97,0.488,2024,N37,25.81
F2705,C,281200.0,24,0.973,0.6,2024,N06,32.39
F2706,A,601642.0,24,0.911,0.498,2025,N22,31.54
F2707,D,15325.0,24,0.947,0.381,2024,N25,24.54
F2708,A,353035.0,24,0.906,0.142,2024,N07,32.9
F2709,A,39950.0,36,0.929,0.494,2024,N04,28.81
F2710,A,51528.0,12,0.89,0.28,2024,N17,29.82
F2711,E,20976.0,36,0.933,0.299,2024,N37,25.11
F2712,A,31991.0,24,1.0,0.673,2026,N24,29.18
F2713,C,102471.0,24,0.894,0.359,2025,N11,29.83
F2714,D,184664.0,12,0.986,0.07,2026,N23,30.92
F2715,B,179920.0,24,0.986,0.464,2026,N09,32.18
F2716,C,200819.0,12,0.943,0.421,2026,N26,32.09
F2717,C,62529.0,36,0.872,0.528,2026,N02,28.88
F2718,B,180510.0,24,0.972,0.364,2025,N21,31.17
F2719,D,218544.0,12,0.917,0.203,2026,N30,29.42
F2720,A,329168.0,24,0.978,0.389,2026,N23,29.01
F2721,A,180611.0,24,0.91,0.229,2025,N27,29.81
F2722,D,635818.0,24,0.89,0.16,2025,N38,33.29
F2723,E,100905.0,36,0.831,0.566,2025,N34,30.76
F2724,B,6624.0,36,0.939,0.785,2026,N18,26.03
F2725,B,227684.0,36,0.968,0.575,2025,N40,33.13
F2726,C,172933.0,24,0.97,0.598,2026,N10,31.95
F2727,E,297877.0,12,0.965,0.313,2024,N09,31.21
F2728,B,26474.0,36,0.869,0.402,2025,N16,27.89
F2729,D,306902.0,24,0.941,0.481,2025,N31,32.37
F2730,A,157665.0,12,1.0,0.431,2024,N32,30.86
F2731,E,29218.0,12,0.984,0.567,2025,N05,27.79
F2732,D,22946.0,36,0.929,0.955,2025,N21,31.23
F2733,C,304280.0,36,0.99,0.23,2026,N07,31.59
F2734,D,1351765.0,12,1.0,0.491,2025,N02,34.73
F2735,A,233637.0,12,0.944,0.159,2024,N27,29.05
F2736,D,37728.0,36,0.867,0.834,2024,N35,29.05
F2737,A,156967.0,24,0.871,0.508,2024,N11,30.3
F2738,D,32517.0,36,0.971,0.567,2025,N39,30.0
F2739,B,68680.0,24,0.916,0.327,2025,N38,31.19
F2740,C,143395.0,36,0.945,0.081,2025,N20,30.42
F2741,A,72016.0,12,0.878,0.182,2025,N25,27.91
F2742,B,396020.0,24,0.922,0.31,2025,N01,30.91
F2743,B,13942.0,12,0.905,0.238,2025,N37,25.97
F2744,E,113686.0,12,0.858,0.292,2026,N17,30.26
F2745,B,349604.0,12,0.965,0.64,2024,N09,31.18
F2746,C,115342.0,36,0.971,0.229,2026,N29,30.36
F2747,D,327327.0,12,0.915,0.136,2024,N32,30.08
F2748,E,63892.0,36,0.886,0.585,2024,N02,28.24
F2749,E,237180.0,24,0.898,0.759,2024,N08,31.2
F2750,A,25742.0,12,0.96,0.33,2026,N33,27.65
F2751,A,101725.0,36,0.859,0.268,2026,N10,30.39
F2752,A,78172.0,12,0.982,0.26,2025,N03,27.35
F2753,D,213074.0,36,0.918,0.27,2026,N40,31.17
F2754,A,48471.0,36,0.913,0.66,2025,N11,28.22
F2755,E,106912.0,24,0.916,0.265,2026,N22,28.85
F2756,E,1918.0,24,0.988,0.238,2025,N26,21.11
F2757,E,58853.0,36,0.993,0.263,2024,N34,30.24
F2758,D,209026.0,12,0.952,0.397,2025,N31,31.7
F2759,D,424244.0,36,0.868,0.172,2025,N24,32.13
F2760,D,164147.0,24,0.96,0.445,2024,N09,31.33
F2761,A,100624.0,12,0.904,0.096,2025,N16,29.96
F2762,E,961941.0,24,0.857,0.383,2026,N26,34.09
F2763,A,97413.0,36,0.904,0.541,2026,N27,30.24
F2764,E,73921.0,12,0.872,0.539,2024,N18,28.73
F2765,B,133527.0,24,0.956,0.709,2025,N20,34.39
F2766,C,86291.0,12,0.999,0.206,2024,N32,29.97
F2767,D,26990.0,12,0.954,0.86,2025,N17,31.14
F2768,A,12531.0,12,1.0,0.313,2024,N16,25.56
F2769,C,26388.0,36,0.927,0.433,2026,N25,28.15
F2770,D,133583.0,36,0.961,0.572,2026,N29,32.38
F2771,A,191165.0,24,0.907,0.206,2026,N26,32.04
F2772,E,166629.0,12,0.928,0.417,2024,N19,28.69
F2773,C,47672.0,24,0.971,0.408,2026,N10,27.62
F2774,D,51996.0,24,1.0,0.433,2024,N24,28.0
F2775,A,261224.0,36,0.887,0.487,2025,N12,30.46
F2776,A,39592.0,36,0.944,0.218,2025,N01,28.14
F2777,D,52724.0,36,0.978,0.822,2025,N01,29.97
F2778,D,528656.0,24,0.91,0.378,2024,N25,32.46
F2779,E,106534.0,12,0.979,0.682,2026,N37,27.95
F2780,C,47758.0,36,0.907,0.24,2026,N07,29.92
F2781,E,41568.0,12,0.955,0.455,2026,N22,28.58
F2782,D,392609.0,12,0.989,0.238,2025,N18,35.05
F2783,E,91812.0,24,0.931,0.346,2026,N31,31.05
F2784,D,113990.0,12,0.878,0.403,2025,N09,29.03
F2785,E,115365.0,12,0.959,0.089,2025,N32,32.13
F2786,E,8668.0,24,0.853,0.31,2026,N39,25.81
F2787,A,32176.0,12,0.827,0.341,2024,N36,28.73
F2788,B,119946.0,36,0.949,0.607,2024,N39,30.73
F2789,E,83440.0,12,0.924,0.789,2025,N29,29.45
F2790,B,146429.0,36,0.928,0.352,2025,N38,30.34
F2791,A,31714.0,24,0.975,0.549,2025,N26,29.22
F2792,A,33034.0,24,1.0,0.247,2026,N35,28.32
F2793,D,156106.0,12,1.0,0.306,2024,N03,31.64
F2794,D,702335.0,12,0.98,0.636,2025,N14,33.9
F2795,E,29852.0,24,0.929,0.155,2026,N35,27.13
F2796,C,89931.0,12,0.902,0.339,2025,N12,29.43
F2797,B,31741.0,12,0.959,0.319,2026,N11,25.17
F2798,E,14010.0,12,0.905,0.36,2025,N04,25.51
F2799,E,85752.0,12,1.0,0.331,2025,N27,29.67
F2800,A,69330.0,36,0.94,0.396,2026,N27,30.09
F2801,E,4708.0,24,0.989,0.169,2025,N03,24.94
F2802,D,43121.0,24,0.939,0.157,2026,N39,25.49
F2803,E,38764.0,36,0.915,0.153,2026,N11,28.29
F2804,E,13995.0,24,0.852,0.549,2026,N29,25.95
F2805,E,30904.0,12,0.897,0.274,2026,N05,25.9
F2806,C,676950.0,24,0.926,0.271,2025,N35,32.87
F2807,A,5515.0,12,0.961,0.502,2024,N13,25.88
F2808,D,15165.0,12,0.842,0.219,2025,N25,24.91
F2809,A,283264.0,12,1.0,0.574,2024,N33,31.25
F2810,E,108850.0,36,0.99,0.286,2026,N09,30.57
F2811,D,151800.0,24,1.0,0.349,2024,N28,29.13
F2812,E,89845.0,12,0.884,0.037,2026,N40,26.15
F2813,D,90571.0,12,0.939,0.586,2026,N16,31.21
F2814,A,42238.0,36,0.904,0.392,2025,N37,29.02
F2815,C,352856.0,36,0.944,0.492,2024,N39,34.06
F2816,C,8127.0,36,0.955,0.151,2024,N39,24.7
F2817,A,126577.0,36,0.98,0.465,2025,N18,32.33
F2818,B,6670.0,12,1.0,0.309,2025,N34,23.45
F2819,A,5243.0,24,0.788,0.312,2024,N01,24.58
F2820,C,62685.0,24,0.99,0.47,2024,N05,28.13
F2821,A,574972.0,36,0.941,0.171,2025,N24,32.36
F2822,B,157854.0,24,0.893,0.252,2025,N03,30.81
F2823,E,80379.0,36,0.971,0.145,2025,N08,30.2
F2824,E,678032.0,36,0.973,0.072,2024,N10,31.53
F2825,B,75961.0,36,0.968,0.442,2025,N39,29.57
F2826,D,34300.0,24,0.873,0.301,2025,N33,25.45
F2827,C,180997.0,12,1.0,0.725,2026,N18,30.64
F2828,B,15335.0,36,0.994,0.592,2024,N34,27.85
F2829,B,1184010.0,12,0.846,0.24,2026,N13,34.34
F2830,D,124981.0,24,0.944,0.268,2024,N08,27.89
F2831,C,71901.0,24,0.962,0.276,2024,N01,29.78
F2832,A,39485.0,36,1.0,0.046,2026,N40,28.73
F2833,A,204013.0,12,0.991,0.163,2024,N14,28.54
F2834,E,674025.0,36,1.0,0.312,2026,N26,32.37
F2835,E,30930.0,24,1.0,0.513,2026,N36,28.38
F2836,E,82859.0,24,0.953,0.291,2025,N15,29.16
F2837,D,89766.0,24,0.823,0.367,2024,N16,27.86
F2838,D,22347.0,12,0.973,0.548,2026,N40,28.17
F2839,B,295742.0,24,0.876,0.211,2026,N39,30.27
F2840,A,101206.0,12,1.0,0.365,2025,N29,30.0
F2841,D,38144.0,12,0.94,0.589,2025,N10,28.32
F2842,D,187181.0,36,0.883,0.092,2025,N15,31.14
F2843,E,23980.0,24,0.953,0.284,2025,N13,27.7
F2844,A,105469.0,36,0.98,0.757,2026,N09,30.73
F2845,B,88382.0,36,0.865,0.357,2025,N09,29.87
F2846,A,23151.0,12,0.89,0.483,2025,N25,28.12
F2847,E,34342.0,24,1.0,0.662,2026,N26,27.81
F2848,C,94408.0,12,0.967,0.364,2024,N24,30.89
F2849,A,7511.0,36,0.839,0.223,2024,N32,25.98
F2850,B,73326.0,24,0.918,0.205,2025,N14,28.43
F2851,E,116947.0,36,0.977,0.222,2024,N39,31.64
F2852,D,86865.0,36,0.858,0.439,2025,N37,28.01
F2853,B,75729.0,12,0.873,0.328,2025,N19,28.39
F2854,D,14937.0,24,0.943,0.353,2026,N03,27.56
F2855,E,58880.0,12,0.933,0.484,2024,N14,27.99
F2856,C,73985.0,36,0.84,0.578,2024,N30,29.43
F2857,C,180218.0,12,0.889,0.44,2025,N18,30.13
F2858,B,102917.0,24,0.94,0.576,2026,N34,29.01
F2859,E,295235.0,24,0.936,0.188,2024,N36,31.46
F2860,E,89281.0,12,0.93,0.454,2026,N02,28.91
F2861,B,125739.0,36,0.983,0.135,2025,N01,29.2
F2862,D,203064.0,12,0.957,0.725,2026,N05,31.93
F2863,A,87866.0,36,0.983,0.467,2025,N01,29.86
F2864,E,451107.0,24,0.915,0.344,2024,N19,34.01
F2865,E,10998.0,12,0.942,0.572,2025,N34,29.48
F2866,A,17116.0,12,0.975,0.126,2024,N28,23.92
F2867,D,323748.0,12,0.957,0.373,2026,N09,30.41
F2868,A,12449.0,12,0.939,0.434,2026,N02,26.52
F2869,C,37749.0,36,0.999,0.417,2025,N13,29.19
F2870,A,40818.0,24,1.0,0.358,2024,N38,26.31
F2871,B,130755.0,36,0.852,0.068,2025,N25,31.06
F2872,D,35150.0,36,0.913,0.263,2026,N20,26.55
F2873,C,35592.0,12,0.925,0.592,2025,N31,27.95
F2874,E,1323945.0,36,0.933,0.271,2026,N08,35.95
F2875,A,69753.0,24,1.0,0.506,2024,N01,30.06
F2876,B,112975.0,36,0.991,0.536,2024,N37,30.43
F2877,D,256512.0,36,0.955,0.196,2024,N11,29.29
F2878,E,140373.0,12,1.0,0.342,2025,N33,29.02
F2879,A,58987.0,12,0.951,0.323,2026,N25,29.0
F2880,D,29370.0,36,0.984,0.231,2025,N07,28.23
F2881,B,53568.0,12,0.982,0.29,2024,N11,27.62
F2882,B,169218.0,36,0.877,0.317,2025,N39,31.97
F2883,E,156015.0,12,0.818,0.484,2026,N29,28.93
F2884,D,273842.0,36,0.948,0.334,2025,N33,30.7
F2885,B,275899.0,12,0.943,0.548,2026,N37,31.42
F2886,C,1567363.0,24,0.965,0.508,2026,N35,33.36
F2887,B,601347.0,12,0.965,0.071,2026,N08,32.79
F2888,A,129787.0,36,0.926,0.115,2024,N28,29.17
F2889,E,149586.0,36,1.0,0.492,2026,N35,33.0
F2890,A,137316.0,12,0.898,0.229,2025,N06,30.59
F2891,B,104369.0,24,0.932,0.177,2024,N31,30.45
F2892,A,127425.0,24,0.929,0.213,2026,N14,31.75
F2893,A,140196.0,36,0.883,0.274,2024,N04,30.64
F2894,A,53287.0,12,1.0,0.696,2024,N09,28.21
F2895,D,31804.0,12,0.894,0.312,2026,N03,27.47
F2896,D,47545.0,12,1.0,0.676,2024,N07,28.36
F2897,B,214733.0,24,0.895,0.134,2024,N34,30.13
F2898,B,417531.0,24,0.934,0.56,2026,N39,32.33
F2899,A,147959.0,24,0.915,0.593,2026,N34,31.3
F2900,A,96231.0,12,0.961,0.11,2025,N21,28.37
F2901,E,242465.0,24,1.0,0.486,2025,N03,32.65
F2902,C,96269.0,36,0.928,0.336,2025,N26,30.04
F2903,E,142291.0,12,0.96,0.172,2024,N02,28.91
F2904,A,364079.0,24,0.941,0.572,2026,N19,33.47
F2905,D,13286.0,24,0.949,0.572,2025,N02,26.13
F2906,D,31885.0,24,0.922,0.426,2025,N28,28.54
F2907,D,1556167.0,36,0.963,0.613,2024,N01,33.54
F2908,B,96340.0,24,0.89,0.42,2026,N09,30.05
F2909,A,47058.0,36,1.0,0.464,2024,N01,29.84
F2910,C,29848.0,36,0.984,0.143,2025,N16,27.1
F2911,D,67877.0,36,0.95,0.695,2026,N24,30.95
F2912,C,28864.0,24,1.0,0.514,2025,N34,30.13
F2913,E,56305.0,12,0.927,0.038,2026,N20,26.58
F2914,D,66301.0,24,0.915,0.55,2024,N38,30.71
F2915,E,437766.0,36,0.94,0.087,2025,N24,29.75
F2916,B,54682.0,24,1.0,0.211,2026,N26,27.89
F2917,A,226624.0,12,0.899,0.222,2026,N13,30.79
F2918,E,36290.0,36,0.937,0.424,2024,N28,30.83
F2919,C,3264220.0,36,0.867,0.581,2026,N35,35.58
F2920,A,22761.0,12,0.901,0.407,2024,N24,27.86
F2921,A,78778.0,24,0.893,0.472,2026,N07,30.15
F2922,E,112342.0,24,0.792,0.34,2026,N22,31.49
F2923,D,82836.0,24,0.941,0.507,2024,N19,31.05
F2924,B,264395.0,24,0.891,0.45,2025,N02,30.04
F2925,E,231273.0,36,0.94,0.276,2026,N39,30.9
F2926,A,125183.0,36,0.983,0.637,2024,N03,33.4
F2927,E,905531.0,24,1.0,0.816,2024,N02,33.07
F2928,B,54138.0,36,0.924,0.463,2024,N17,27.75
F2929,C,89870.0,36,0.9,0.287,2026,N10,30.38
F2930,D,79681.0,36,0.947,0.569,2025,N17,32.14
F2931,A,111837.0,12,0.961,0.344,2026,N35,29.31
F2932,A,158542.0,36,0.903,0.231,2025,N33,30.42
F2933,B,98355.0,36,0.945,0.736,2025,N32,29.62
F2934,A,59611.0,12,0.927,0.062,2025,N39,28.86
F2935,E,52331.0,36,0.904,0.044,2025,N08,27.89
F2936,D,71397.0,12,0.937,0.683,2025,N31,29.38
F2937,E,35360.0,36,1.0,0.573,2025,N30,26.29
F2938,D,46625.0,12,0.937,0.258,2024,N14,29.65
F2939,B,24123.0,36,0.994,0.308,2025,N26,28.6
F2940,C,6800.0,36,0.925,0.53,2025,N37,28.4
F2941,A,202125.0,12,0.883,0.506,2025,N32,31.55
F2942,E,32180.0,12,0.884,0.653,2024,N26,27.55
F2943,B,297449.0,24,0.902,0.342,2024,N12,32.26
F2944,D,31120.0,12,0.951,0.331,2024,N08,27.87
F2945,E,154355.0,36,0.917,0.053,2025,N37,30.24
F2946,A,22934.0,36,0.954,0.276,2025,N18,27.8
F2947,A,422341.0,36,0.932,0.461,2026,N18,32.81
F2948,B,36129.0,36,0.897,0.232,2025,N25,27.38
F2949,A,15629.0,12,0.967,0.822,2025,N21,27.74
F2950,C,56574.0,24,0.973,0.481,2025,N16,30.6
F2951,E,28140.0,24,0.887,0.401,2024,N02,26.43
F2952,B,2700723.0,36,0.935,0.377,2026,N37,34.86
F2953,C,23663.0,24,0.945,0.517,2026,N39,26.96
F2954,B,242070.0,36,0.976,0.597,2026,N05,30.73
F2955,C,5291.0,36,0.959,0.58,2026,N09,27.97
F2956,C,228761.0,36,0.931,0.522,2024,N21,32.06
F2957,C,19308.0,24,0.936,0.3,2024,N25,28.43
F2958,B,58492.0,24,1.0,0.558,2024,N27,27.64
F2959,C,26857.0,36,0.913,0.526,2026,N22,28.3
F2960,E,180176.0,36,0.908,0.48,2024,N07,30.88
F2961,B,36164.0,36,0.959,0.431,2025,N13,27.97
F2962,E,112170.0,36,0.927,0.418,2026,N13,28.67
F2963,C,167294.0,24,0.975,0.183,2024,N39,28.36
F2964,C,202936.0,24,0.971,0.543,2026,N09,31.37
F2965,B,74321.0,36,1.0,0.119,2026,N20,29.03
F2966,E,493198.0,24,0.909,0.753,2024,N09,33.01
F2967,B,493066.0,36,0.986,0.099,2025,N40,32.27
F2968,B,45051.0,12,0.901,0.355,2025,N34,27.76
F2969,B,157042.0,12,0.96,0.698,2026,N23,33.12
F2970,D,320482.0,24,0.99,0.328,2026,N05,30.33
F2971,A,1346562.0,24,0.898,0.695,2026,N02,33.87
F2972,C,43579.0,12,0.965,0.448,2024,N31,29.85
F2973,A,267600.0,36,0.885,0.215,2025,N32,33.1
F2974,B,130840.0,36,0.914,0.622,2025,N31,30.88
F2975,E,36315.0,24,0.953,0.615,2026,N25,27.93
F2976,B,114110.0,36,0.98,0.195,2025,N30,30.29
F2977,B,17596.0,12,0.901,0.215,2026,N08,25.76
F2978,C,69721.0,12,0.958,0.313,2026,N16,29.39
F2979,A,1340523.0,12,0.952,0.48,2025,N07,32.94
F2980,A,270449.0,36,0.901,0.568,2026,N36,32.19
F2981,C,471043.0,36,0.87,0.824,2026,N25,32.52
F2982,C,182401.0,24,0.955,0.479,2025,N21,30.24
F2983,B,72520.0,24,0.928,0.685,2026,N05,30.95
F2984,A,28168.0,36,0.932,0.159,2026,N34,27.03
F2985,D,9781.0,12,0.914,0.379,2024,N22,23.69
F2986,D,20751.0,12,0.918,0.218,2024,N26,27.11
F2987,E,1228051.0,24,0.99,0.65,2026,N08,32.44
F2988,A,47305.0,24,0.87,0.194,2024,N14,28.19
F2989,E,119448.0,36,0.971,0.218,2025,N18,29.47
F2990,C,369832.0,24,0.995,0.156,2025,N10,33.25
F2991,D,22402.0,12,0.967,0.417,2026,N08,27.66
F2992,B,164011.0,12,0.936,0.139,2026,N30,28.22
F2993,C,24007.0,24,1.0,0.467,2024,N05,27.14
F2994,E,83067.0,12,0.945,0.305,2026,N15,28.14
F2995,A,19711.0,12,0.901,0.192,2026,N15,30.48
F2996,B,866208.0,12,0.979,0.734,2026,N06,35.79
F2997,B,145276.0,36,0.892,0.557,2024,N15,30.11
F2998,D,550153.0,36,0.956,0.089,2025,N08,32.28
F2999,D,30223.0,12,0.861,0.115,2024,N23,27.83
F3000,A,149217.0,24,1.0,0.302,2025,N31,30.18
