"fournisseur","categorie","volume_annuel","duree_accord","taux_service","part_marque_nationale","exercice","negociateur","taux_remise","attendu","borne_basse","ecart","signale","enjeu_euros"
"F1488","C",54174,36,0.945,0.683,2025,"N05",32.08,30.1400843052945,28.1757889715579,1.93991569470552,FALSE,0
"F1489","A",16316,12,0.94,0.351,2025,"N23",25.84,26.6530823513154,24.6887414522626,-0.813082351315401,FALSE,132.662516440621
"F1490","A",224072,12,0.96,0.462,2024,"N25",33.6,31.2004754063647,29.2366837752854,2.39952459363526,FALSE,0
"F1491","D",61916,36,0.929,0.157,2024,"N17",29.68,28.7831834520408,26.8192054953186,0.896816547959197,FALSE,0
"F1492","C",44136,24,0.975,0.407,2024,"N01",29.42,28.8266844786698,26.8631800459453,0.593315521330197,FALSE,0
"F1493","B",12493,36,0.839,0.184,2025,"N11",26.87,26.1190342565984,24.152609393467,0.750965743401579,FALSE,0
"F1494","E",121265,36,0.896,0.322,2024,"N01",30.01,30.2054548682091,28.2414083846874,-0.195454868209055,FALSE,237.01834593371
"F1495","D",432846,24,1,0.289,2024,"N15",34.1,32.1389355601215,30.1747326496212,1.96106443987851,FALSE,0
"F1496","E",120252,36,0.948,0.425,2026,"N10",30.18,30.5317319284351,28.5679387136059,-0.351731928435097,FALSE,422.964678581773
"F1497","B",238392,12,0.949,0.294,2024,"N29",32.46,30.829786238169,28.8657397516659,1.63021376183101,FALSE,0
"F1498","D",324581,36,0.947,0.525,2024,"N35",32.75,32.5065749206307,30.5426208231764,0.243425079369274,FALSE,0
"F1499","E",96694,36,0.869,0.495,2024,"N07",31.7,30.2779694333906,28.3134157102263,1.42203056660943,FALSE,0
"F1500","D",62614,12,0.905,0.187,2024,"N38",27.39,28.3087855312225,26.3446948977129,-0.918785531222515,FALSE,575.288372519665
"F1501","C",46990,12,0.978,0.452,2025,"N33",29.71,28.7938421232466,26.8297816579634,0.916157876753431,FALSE,0
"F1502","E",68657,12,0.957,0.353,2026,"N17",29.78,28.917048174263,26.9532266303353,0.862951825737014,FALSE,0
"F1503","C",50761,36,0.86,0.48,2024,"N06",30.55,29.3038796408848,27.339122781814,1.24612035911516,FALSE,0
"F1504","E",106071,12,1,0.563,2024,"N31",30.75,30.3342833972651,28.3696774731841,0.415716602734943,FALSE,0
"F1505","C",54617,24,1,0.892,2024,"N07",30.12,30.5791364567638,28.6134881931228,-0.459136456763815,FALSE,250.766558590693
"F1506","C",364691,24,0.891,0.501,2026,"N20",30.78,32.2671723021481,30.3032929241446,-1.48717230214807,FALSE,5423.58354042684
"F1507","C",34089,24,0.964,0.409,2025,"N30",30.46,28.3978007908027,26.4342586835823,2.06219920919732,FALSE,0
"F1508","A",666228,12,0.872,0.169,2026,"N31",31.73,31.9075462131652,29.941956302739,-0.177546213165193,FALSE,1182.86258504621
"F1509","B",56125,24,0.873,0.288,2025,"N11",27.69,28.6173990527,26.653427021466,-0.927399052700011,FALSE,520.502718327881
"F1510","D",55846,24,0.846,0.138,2025,"N32",28.7,28.1418111964841,26.1767566453313,0.558188803515936,FALSE,0
"F1511","A",217688,36,1,0.037,2026,"N32",30.59,30.5177935898961,28.5521721858565,0.0722064101038669,FALSE,0
"F1512","A",40777,24,1,0.296,2026,"N02",28.28,28.296719416209,26.3325625879754,-0.0167194162090141,FALSE,6.81767634754967
"F1513","B",10291,12,1,0.285,2025,"N03",26.21,25.8659949272867,23.9004064182366,0.344005072713308,FALSE,0
"F1514","A",264385,12,0.854,0.617,2024,"N03",31.23,31.700648872254,29.7353275101888,-0.47064887225396,FALSE,1244.32502090863
"F1515","E",539981,24,0.974,0.074,2026,"N15",31.44,31.7349199277311,29.7700302734609,-0.294919927731065,FALSE,1592.51157496148
"F1516","C",9643,36,0.893,0.151,2025,"N30",25.81,25.7803909616134,23.8146339894385,0.0296090383866279,FALSE,0
"F1517","B",181895,36,1,0.535,2025,"N30",31.99,31.7020617300304,29.7374680159562,0.287938269969629,FALSE,0
"F1518","D",49839,24,1,0.504,2024,"N09",26.24,29.2800390078533,27.3162235503695,-3.04003900785333,TRUE,1515.12504112402
"F1519","D",74701,24,0.995,0.049,2025,"N09",26.84,28.6398121917453,26.6751810564404,-1.79981219174535,FALSE,1344.47770535569
"F1520","A",637520,12,1,0.629,2024,"N10",33.59,33.4211603449797,31.4558507262953,0.168839655020335,FALSE,0
"F1521","C",19094,12,0.982,0.073,2024,"N39",27.32,26.2926648214689,24.3272013892609,1.02733517853106,FALSE,0
"F1522","D",52150,36,0.971,0.763,2024,"N08",28.78,30.2916323191484,28.3267578198783,-1.51163231914842,FALSE,788.316254435902
"F1523","C",434733,36,0.927,0.421,2026,"N22",30.05,32.6575247050119,30.6934958423031,-2.60752470501187,TRUE,11335.7703758392
"F1524","D",129289,24,0.939,0.077,2024,"N29",30.15,29.4912436618943,27.5274229556098,0.658756338105739,FALSE,0
"F1525","A",167647,12,0.956,0.587,2025,"N28",31.7,31.079728126374,29.1157874592912,0.620271873626042,FALSE,0
"F1526","E",43957,24,0.917,0.359,2024,"N23",27.22,28.4577113972746,26.4942425363735,-1.23771139727461,FALSE,544.0607989
"F1527","D",37289,36,0.878,0.203,2026,"N35",28.3,27.9551107667621,25.9903940768021,0.344889233237936,FALSE,0
"F1528","C",38446,24,0.958,0.364,2026,"N15",29.98,28.4040720701538,26.4406167586464,1.57592792984623,FALSE,0
"F1529","E",126332,36,0.882,0.827,2025,"N20",34.17,31.6646705793353,29.698938417599,2.50532942066473,FALSE,0
"F1530","E",57266,36,1,0.171,2026,"N19",29.47,28.7273212083312,26.762364742477,0.742678791668826,FALSE,0
"F1531","D",161279,24,1,0.681,2025,"N31",31.29,31.6595040794965,29.6949906376778,-0.36950407949649,FALSE,595.932484371145
"F1532","B",2235041,24,0.989,0.601,2024,"N13",35.61,35.6204389429179,33.6542715035423,-0.0104389429178724,FALSE,233.314654181044
"F1533","B",11537,12,0.934,0.282,2024,"N05",26.1,25.91549887933,23.9507085527889,0.184501120670046,FALSE,0
"F1534","C",132022,24,0.974,0.485,2025,"N11",30.23,30.7998748658451,28.8364600501855,-0.569874865845136,FALSE,752.360195386066
"F1535","D",85673,36,0.969,0.155,2026,"N02",29.86,29.3252861181374,27.3610129858524,0.534713881862587,FALSE,0
"F1536","B",26879,24,1,0.225,2025,"N37",27.5,27.5011322601513,25.5366328615606,-0.00113226015134771,FALSE,0.30434020608075
"F1537","B",119508,12,0.848,0.324,2024,"N30",29.92,29.6164560433194,27.6513012343332,0.303543956680631,FALSE,0
"F1538","B",32901,12,1,0.135,2025,"N18",28.12,27.3063407767343,25.3411613660834,0.813659223265677,FALSE,0
"F1539","C",18802,24,0.993,0.394,2025,"N29",27.09,27.4572052235023,25.4928928882229,-0.367205223502328,FALSE,69.0419261229077
"F1540","B",95390,12,0.976,0.452,2026,"N37",29.44,29.8092248372696,27.8452180730575,-0.369224837269563,FALSE,352.203572271436
"F1541","C",625012,24,0.92,0.509,2025,"N13",34.53,33.2563150013066,31.2923486041173,1.27368499869343,FALSE,0
"F1542","E",73498,12,0.896,0.438,2024,"N22",28.16,29.1980738773855,27.2340014057128,-1.03807387738552,FALSE,762.963538400808
"F1543","C",156720,24,0.978,0.684,2025,"N07",32.21,31.6417729406915,29.6777477350217,0.568227059308537,FALSE,0
"F1544","E",42653,12,0.921,0.149,2025,"N11",26.01,27.5611100844305,25.5966577337895,-1.55111008443055,FALSE,661.594984312161
"F1545","A",38636,36,0.826,0.768,2026,"N32",28.35,29.4735987607114,27.5066690228742,-1.1235987607114,FALSE,434.113617188456
"F1546","C",16371,24,0.894,0.258,2026,"N10",27.12,26.6169464666753,24.6524902492128,0.503053533324731,FALSE,0
"F1547","C",91923,36,0.932,0.516,2024,"N26",30.42,30.4929067000557,28.529207056081,-0.0729067000557428,FALSE,67.0180258922405
"F1548","A",164404,24,0.859,0.095,2024,"N36",28.39,29.7467873462511,27.7818055525577,-1.35678734625106,FALSE,2230.61266873059
"F1549","A",11693,36,0.87,0.089,2024,"N09",25.82,25.7811449051378,23.814921471725,0.038855094862182,FALSE,0
"F1550","B",9419,24,0.969,0.447,2024,"N29",26.22,26.3863971534156,24.4218215015011,-0.166397153415605,FALSE,15.6729478802159
"F1551","C",170040,36,0.897,0.408,2024,"N20",32.69,31.108478901246,29.1445294126109,1.58152109875403,FALSE,0
"F1552","A",40387,12,0.93,0.491,2025,"N01",29.45,28.4799820181144,26.5161566281903,0.970017981885604,FALSE,0
"F1553","A",13599,12,0.98,0.698,2026,"N14",26.51,27.3641349770959,25.398665159237,-0.854134977095921,FALSE,116.153815535274
"F1554","B",198623,36,0.91,0.483,2024,"N20",32.27,31.5261980899377,29.5622715769875,0.743801910062299,FALSE,0
"F1555","C",69278,12,0.933,0.136,2026,"N14",28.74,28.3935281053095,26.4291819258559,0.346471894690527,FALSE,0
"F1556","C",55045,12,1,0.589,2025,"N28",29.26,29.4742208077162,27.5096168412019,-0.214220807716199,FALSE,117.917843607382
"F1557","E",88216,12,1,0.458,2025,"N29",28.52,29.7438986450488,27.7793983173844,-1.22389864504878,FALSE,1079.67442871624
"F1558","B",40928,36,0.83,0.514,2024,"N31",28.75,28.9309481796728,26.9652008200637,-0.180948179672761,FALSE,74.0584709764676
"F1559","A",2663374,12,0.969,0.284,2024,"N02",35.31,34.6832644629631,32.7170375502475,0.626735537036865,FALSE,0
"F1560","C",6820,24,1,0.036,2026,"N27",24.48,24.7905594818254,22.8239470826293,-0.310559481825404,FALSE,21.1801566604926
"F1561","A",48829,36,0.938,0.268,2024,"N37",29.44,28.703315229266,26.7394046957037,0.736684770733994,FALSE,0
"F1562","E",177286,36,0.938,0.461,2024,"N24",29.52,31.2843486362503,29.3204943533756,-1.76434863625028,FALSE,3127.94312326266
"F1563","A",143853,24,0.904,0.443,2025,"N28",31.31,30.5967324475865,28.6334106500551,0.713267552413534,FALSE,0
"F1564","C",21601,36,1,0.481,2026,"N18",28.69,28.1545143789075,26.1896221919327,0.535485621092548,FALSE,0
"F1565","A",60282,24,0.924,0.535,2026,"N18",27.81,29.4511591068621,27.4877541944667,-1.64115910686208,FALSE,989.323532798597
"F1566","C",80499,24,1,0.78,2024,"N15",30.65,30.8857294459583,28.9209065687791,-0.235729445958263,FALSE,189.759846701942
"F1567","E",464486,36,0.99,0.384,2024,"N33",30.84,32.7095699625717,30.7448367035922,-1.86956996257173,FALSE,8683.89073635092
"F1568","C",638715,36,0.887,0.845,2024,"N30",34.34,34.4387838367125,32.4725540326157,-0.0987838367124638,FALSE,630.947182658013
"F1569","C",661300,12,0.961,0.042,2026,"N28",31.53,31.7970920581077,29.8314590242801,-0.2670920581077,FALSE,1766.27978026622
"F1570","B",116548,36,0.903,0.42,2024,"N31",30.7,30.481621459392,28.5177848432108,0.218378540608043,FALSE,0
"F1571","B",489662,24,0.973,0.668,2026,"N01",30.37,33.2974238872369,31.332871711018,-2.9274238872369,TRUE,14334.482354722
"F1572","C",190265,12,0.912,0.777,2024,"N11",32.81,31.8232414030252,29.8582842490762,0.986758596974784,FALSE,0
"F1573","B",73451,36,0.895,0.165,2026,"N20",28.62,28.9613556415882,26.9969174794287,-0.341355641588198,FALSE,250.729132302947
"F1574","A",67236,24,1,0.722,2025,"N31",30.89,30.3443648912556,28.37970675668,0.545635108744406,FALSE,0
"F1575","E",227535,36,0.956,0.365,2024,"N11",31.22,31.4483335493248,29.4843737065043,-0.228333549324756,FALSE,519.538741456083
"F1576","A",147083,36,0.956,0.81,2025,"N29",31.4,32.0283439890007,30.0632793235862,-0.628343989000705,FALSE,924.187189341906
"F1577","C",52469,24,0.985,0.499,2025,"N16",29.13,29.3815926759679,27.4179116266095,-0.251592675967949,FALSE,132.008161153623
"F1578","C",32506,12,0.981,0.179,2026,"N31",26.25,27.3929104977615,25.4282303527888,-1.14291049776153,FALSE,371.514486402362
"F1579","A",31623,36,0.946,0.086,2025,"N21",26.7,27.5108258738564,25.5459796882713,-0.810825873856363,FALSE,256.407466089598
"F1580","D",533324,24,0.942,0.581,2025,"N25",33.59,33.1847977183808,31.2207688412936,0.405202281619239,FALSE,0
"F1581","E",74020,36,0.947,0.246,2025,"N05",30.59,29.2975754311051,27.3335544199638,1.29242456889492,FALSE,0
"F1582","A",115470,12,0.957,0.477,2024,"N30",27.35,30.1747364898766,28.2110961390388,-2.82473648987658,TRUE,3261.72322486048
"F1583","C",586083,12,0.952,0.535,2025,"N12",34.47,33.0213464664288,31.0568548654051,1.44865353357116,FALSE,0
"F1584","C",638583,12,1,0.524,2026,"N19",34.18,33.1702218164503,31.2051950467392,1.00977818354973,FALSE,0
"F1585","E",290038,36,0.942,0.209,2026,"N40",31.88,31.3236967254408,29.3594487754406,0.556303274559241,FALSE,0
"F1586","A",171176,36,0.938,0.097,2025,"N21",28.04,30.2325052189624,28.2680352138415,-2.19250521896245,TRUE,3753.04273361116
"F1587","D",58943,12,1,0.68,2024,"N28",30.48,29.7780966341098,27.813292268575,0.701903365890185,FALSE,0
"F1588","B",108335,12,0.906,0.045,2026,"N31",27.14,28.7361608781686,26.7712177366146,-1.59616087816861,FALSE,1729.20088736396
"F1589","E",136560,12,0.968,0.657,2026,"N33",30.84,30.8944450423427,28.9300249874116,-0.0544450423426746,FALSE,74.3501498231564
"F1590","D",232691,24,0.857,0.139,2025,"N40",33.06,30.4520656370722,28.4872271706226,2.6079343629278,FALSE,0
"F1591","B",49102,24,0.837,0.194,2026,"N04",29.15,28.0221736212927,26.056867737614,1.12782637870731,FALSE,0
"F1592","D",267372,24,0.893,0.066,2025,"N18",30.06,30.5375810911534,28.5730755335073,-0.477581091153386,FALSE,1276.91811503863
"F1593","C",346435,36,0.96,0.544,2026,"N01",32.06,32.7020921564687,30.7380020872444,-0.642092156468671,FALSE,2224.43196226224
"F1594","C",156753,24,0.941,0.32,2025,"N28",28.21,30.548550473981,28.5852908174452,-2.33855047398099,TRUE,3665.74802447943
"F1595","E",19370,36,1,0.804,2024,"N11",28.04,28.8187696973878,26.8523368142601,-0.778769697387766,FALSE,150.84769038401
"F1596","E",11007,12,0.946,0.527,2024,"N14",25.04,26.5008428317381,24.5359267554507,-1.46084283173811,FALSE,160.794970489414
"F1597","D",228883,36,0.981,0.362,2025,"N33",31.93,31.5531089834958,29.5890165605892,0.376891016504203,FALSE,0
"F1598","E",12633,12,0.933,0.175,2025,"N07",27.89,25.7074013344576,23.7423054545859,2.18259866554243,FALSE,0
"F1599","C",126619,12,0.916,0.698,2026,"N30",31.38,30.9078149837533,28.9434814920879,0.472185016246723,FALSE,0
"F1600","B",2997765,24,0.922,0.523,2026,"N35",35.35,35.696312261091,33.730434724438,-0.346312261091036,FALSE,10381.6277536957
"F1601","D",85625,36,0.906,0.616,2026,"N31",29.5,30.5013214457645,28.5371671371578,-1.00132144576449,FALSE,857.381487935844
"F1602","E",19961,12,0.98,0.556,2025,"N15",30,27.6006432954411,25.6357464202488,2.39935670455887,FALSE,0
"F1603","C",286843,12,0.894,0.747,2026,"N19",33.3,32.3141916972127,30.349155976294,0.985808302787333,FALSE,0
"F1604","B",58540,36,0.92,0.453,2026,"N17",29.03,29.4549300124556,27.4910947552989,-0.424930012455572,FALSE,248.754029291492
"F1605","E",89844,12,0.928,0.427,2026,"N05",30.46,29.5011336024378,27.5374028412673,0.958866397562215,FALSE,0
"F1606","E",12817,36,0.893,0.223,2025,"N02",25.78,26.3210507985975,24.355782449816,-0.541050798597499,FALSE,69.3464808562415
"F1607","A",45749,24,1,0.664,2025,"N09",30.05,29.5643524315832,27.5998486633549,0.485647568416773,FALSE,0
"F1608","C",505747,36,1,0.096,2024,"N30",32.14,32.172733203675,30.2071472062416,-0.0327332036750292,FALSE,165.54719559035
"F1609","E",72026,12,0.953,0.314,2026,"N33",28.63,28.87656800563,26.9127377734389,-0.246568005630017,FALSE,177.593071735076
"F1610","E",42342,12,0.981,0.707,2025,"N06",27.34,29.2319876211743,27.2669022733101,-1.89198762117434,FALSE,801.105398557638
"F1611","B",93143,24,0.849,0.273,2024,"N08",30.5,29.3412205568323,27.3766118460596,1.15877944316771,FALSE,0
"F1612","B",122138,36,0.934,0.194,2025,"N13",30.7,29.9801075594745,28.0161444567828,0.719892440525474,FALSE,0
"F1613","E",305952,12,1,0.365,2024,"N37",31.7,31.4748637247804,29.5101931995911,0.225136275219633,FALSE,0
"F1614","E",215812,24,0.942,0.185,2026,"N10",30.49,30.5169428543348,28.5532259272812,-0.0269428543347523,FALSE,58.1459127969156
"F1615","D",302387,36,0.889,0.174,2024,"N20",31.4,31.2963156309695,29.3317845216133,0.103684369030493,FALSE,0
"F1616","B",20884,12,0.89,0.635,2026,"N02",29.3,27.7271381275924,25.762080959089,1.57286187240761,FALSE,0
"F1617","D",63947,36,0.99,0.681,2024,"N03",31.68,30.4237934095056,28.4591311100411,1.25620659049435,FALSE,0
"F1618","D",9582,24,0.901,0.824,2025,"N21",26.76,27.3506382585311,25.3846233435707,-0.590638258531111,FALSE,56.5949579324511
"F1619","D",589816,36,0.989,0.481,2024,"N23",32.89,33.4193912821622,31.4547052900347,-0.529391282162209,FALSE,3122.43448479785
"F1620","D",46801,12,0.862,0.218,2025,"N40",25.32,27.8483152517832,25.883389487204,-2.52831525178323,TRUE,1183.27682098707
"F1621","C",60794,24,0.963,0.799,2026,"N29",32.98,30.3708778678127,28.4064430820518,2.60912213218726,FALSE,0
"F1622","E",824277,12,0.971,0.323,2024,"N18",31.82,32.8898316096182,30.924839271336,-1.06983160961816,FALSE,8818.37589681225
"F1623","A",271322,12,0.952,0.063,2025,"N31",32.03,30.3701802883096,28.4054105290434,1.65981971169038,FALSE,0
"F1624","D",65822,24,0.938,0.562,2025,"N20",31.47,29.7715725208573,27.8081816033999,1.69842747914267,FALSE,0
"F1625","A",70868,12,0.974,0.849,2026,"N19",30.84,30.4223365906726,28.4569692775807,0.417663409327389,FALSE,0
"F1626","C",58615,24,0.918,0.32,2024,"N17",28.28,28.9286986331397,26.9653241073073,-0.648698633139745,FALSE,380.234703814861
"F1627","E",265609,12,0.953,0.059,2025,"N17",31.6,30.2990677915972,28.3341345401235,1.30093220840276,FALSE,0
"F1628","A",3467643,24,0.952,0.165,2026,"N16",36.58,34.9565423403715,32.9901961445469,1.62345765962851,FALSE,0
"F1629","B",18275,36,0.961,0.419,2024,"N21",27.41,27.6200656511257,25.6556709945286,-0.210065651125714,FALSE,38.3894977432241
"F1630","D",549328,36,0.907,0.511,2025,"N14",32.02,33.2346986060123,31.2702477893054,-1.21469860601228,FALSE,6672.67955843516
"F1631","B",429070,24,0.99,0.502,2024,"N40",31.48,32.6995755650717,30.7353267055998,-1.2195755650717,FALSE,5232.83287705316
"F1632","C",55486,24,0.848,0.202,2024,"N04",28.07,28.3764483808923,26.4114490916446,-0.306448380892288,FALSE,170.035948621895
"F1633","D",142122,36,0.886,0.693,2024,"N31",32.95,31.540205735667,29.5755426345668,1.40979426433299,FALSE,0
"F1634","A",134838,24,0.959,0.479,2025,"N32",28.94,30.6984154150956,28.7351453621879,-1.75841541509562,FALSE,2371.01217740663
"F1635","D",41599,24,0.931,0.393,2026,"N29",27.22,28.4993347939465,26.5360281768262,-1.27933479394652,FALSE,532.190480933813
"F1636","D",46939,12,0.874,0.305,2025,"N33",28.96,28.1203832357396,26.1559195969179,0.839616764260384,FALSE,0
"F1637","E",556936,12,0.942,0.508,2026,"N31",33.76,32.6785439605292,30.7141017056806,1.08145603947081,FALSE,0
"F1638","B",171774,24,0.883,0.393,2024,"N06",32.36,30.7236785033168,28.7599121635608,1.63632149668321,FALSE,0
"F1639","D",63120,36,0.913,0.643,2024,"N28",30.63,30.1502735587707,28.1861465577495,0.47972644122925,FALSE,0
"F1640","D",35248,36,0.972,0.135,2026,"N21",27.34,27.8517279557586,25.8870800648136,-0.511727955758584,FALSE,180.373869845786
"F1641","C",89994,36,0.982,0.65,2026,"N14",30.66,30.8820216682858,28.9176520076577,-0.222021668285834,FALSE,199.806180157153
"F1642","C",107781,12,0.977,0.361,2025,"N10",27.91,29.8662143144903,27.902280218555,-1.95621431449033,FALSE,2108.42735030082
"F1643","C",274997,24,0.888,0.532,2026,"N40",32.27,31.8963505564918,29.932513201311,0.373649443508182,FALSE,0
"F1644","D",654329,36,0.929,0.211,2024,"N11",32.12,32.7129005460035,30.7483528016737,-0.592900546003456,FALSE,3879.52021365895
"F1645","D",107881,24,1,0.743,2024,"N37",35.11,31.1893695908127,29.2247504428485,3.9206304091873,FALSE,0
"F1646","D",35338,24,0.908,0.661,2025,"N22",30.76,28.996540087792,27.0324786375757,1.763459912208,FALSE,0
"F1647","A",161582,12,1,0.36,2024,"N32",29.34,30.4655509085037,28.5013407434449,-1.1255509085037,FALSE,1818.68766897844
"F1648","E",125071,12,0.922,0.185,2024,"N27",27.15,29.3877264013403,27.4235716985621,-2.23772640134033,TRUE,2798.74678742036
"F1649","A",53372,12,0.924,0.367,2026,"N22",30.48,28.5180759418962,26.5543147546086,1.96192405810379,FALSE,0
"F1650","E",244281,12,0.895,0.286,2024,"N40",31.49,30.6932069558711,28.7288497996937,0.796793044128943,FALSE,0
"F1651","D",92749,36,0.91,0.492,2026,"N03",29.62,30.2882859851013,28.3244822456382,-0.668285985101289,FALSE,619.828568321594
"F1652","A",155797,24,0.921,0.41,2024,"N13",29.13,30.6637532173892,28.7005629070126,-1.53375321738924,FALSE,2389.54150009592
"F1653","A",103653,12,0.891,0.47,2025,"N36",29.65,29.857268854633,27.8933166737934,-0.207268854632989,FALSE,214.840385892732
"F1654","D",179731,24,0.918,0.563,2024,"N15",31.04,31.3458122860545,29.3824111432912,-0.305812286054504,FALSE,549.639479848621
"F1655","C",211010,24,1,0.623,2024,"N29",31.93,31.9883188149357,30.0241048703818,-0.0583188149356957,FALSE,123.058531395811
"F1656","E",32250,36,0.884,0.382,2024,"N28",27.99,28.22931998195,26.2648525329261,-0.239319981950011,FALSE,77.1806941788786
"F1657","A",307875,36,0.872,0.456,2025,"N26",31.06,32.0574905214995,30.0929443988338,-0.997490521499476,FALSE,3071.02394306651
"F1658","A",107583,12,0.841,0.223,2026,"N18",26.12,29.079144683894,27.1136738175609,-2.95914468389395,TRUE,3183.53662527363
